Chr	Start	End	Omega
chr1	223162	373263	8.818109
chr1	223162	373329	8.854052000000001
chr1	223162	373436	8.926098
chr1	223162	373513	9.107519
chr1	223162	373523	9.143697999999999
chr1	223162	373644	9.179981
chr1	223162	373717	9.216347
chr1	223162	373802	9.289153
chr1	223162	373889	9.362439
chr1	223162	374107	9.399282000000001
chr1	223162	374195	9.472817
chr1	223162	374228	9.509473
chr1	223162	374349	9.69374
chr1	223162	374397	9.73072
chr1	223162	374495	9.915007000000001
chr1	223162	374553	10.02572
chr1	223162	374656	10.136225
chr1	223162	374660	10.210199000000001
chr1	223162	374660	9.781277000000001
chr1	223162	379263	9.846834
chr1	223162	379371	9.945089999999999
chr1	223162	379444	9.977818
chr1	223162	379570	10.04314
chr1	223162	379687	10.108756
chr1	223162	379693	10.14142
chr1	223162	379801	10.206669
chr1	223162	379886	10.239433
chr1	223162	379922	10.271878
chr1	223162	380045	10.304568
chr1	223162	380099	10.337049
chr1	223162	380234	10.369764
chr1	223162	380787	10.402086
chr1	223162	380899	10.434692
chr1	223162	381289	10.46682
chr1	223162	381561	10.499147
chr1	223162	381717	10.660208
chr1	223162	381894	10.69237
chr1	223162	382046	10.724309
chr1	223162	382065	10.756492
chr1	223162	382813	10.788464
chr1	223162	383711	10.820304
chr1	223162	384408	10.883932000000001
chr1	223162	384479	10.979421
chr1	223162	384624	11.04283
chr1	223162	384746	11.074536
chr1	223162	385403	11.106067999999999
chr1	223162	385490	11.137656
chr1	223162	385837	11.201406
chr1	223162	385916	11.232935000000001
chr1	223162	385916	11.342589
chr1	223162	386601	11.372179
chr1	223162	386671	11.403383999999999
chr1	223162	386671	9.70833
chr1	223162	386671	9.104961999999999
chr1	223162	386671	7.17665
chr1	196557	386671	6.660339
chr1	196557	386671	6.477876
chr1	196557	386671	6.317865
chr1	196557	386671	5.848635
chr1	196557	386671	5.625811
chr1	196557	386671	5.521451
chr1	196557	386671	5.480269
chr1	196557	386671	5.445719
chr1	289863	297948	10.143879
chr1	289863	297948	8.530291
chr1	289863	297948	26.744422999999998
chr1	289863	303170	8.254652
chr1	289863	303170	7.31955
chr1	289863	303170	5.251793
chr1	202209	386671	4.818699
chr1	202209	386671	4.6961900000000005
chr1	289863	302313	5.127186
chr1	202209	386671	4.704082
chr1	202209	386671	4.722482
chr1	202209	386671	4.613215
chr1	202372	386671	4.580113
chr1	298728	364545	5.76323
chr1	298728	364545	6.878709
chr1	298728	364545	8.4835
chr1	300836	364545	9.745198
chr1	298728	364545	10.222644
chr1	300836	364545	11.931498
chr1	300836	310100	33.293903
chr1	300836	310100	8.398029
chr1	300836	310100	8.547993
chr1	298728	364545	7.908531
chr1	295181	364545	3.973262
chr1	210446	388588	3.8924550000000004
chr1	210446	388588	3.923514
chr1	210446	388588	3.9616
chr1	210446	388588	3.98326
chr1	210446	388588	4.031918
chr1	210446	388588	4.150962
chr1	210446	388588	4.174042
chr1	210446	388588	4.251061
chr1	210446	388588	4.292629
chr1	210446	388588	4.336293
chr1	212034	388588	4.328068
chr1	212034	388588	4.295294
chr1	222651	388588	4.285401
chr1	222651	388588	4.284733999999999
chr1	222651	388588	4.289057
chr1	222651	388588	4.3093330000000005
chr1	222651	388588	4.319642
chr1	222651	388588	4.331735
chr1	222651	388588	4.345562
chr1	222651	388588	4.465412000000001
chr1	222651	388588	4.519731
chr1	309206	388588	4.570089
chr1	309206	388588	4.639203
chr1	309206	388588	4.712729
chr1	309206	388588	4.790742
chr1	309206	388588	4.873497
chr1	309206	388588	5.0539559999999994
chr1	309206	388588	5.365411
chr1	309206	388588	5.047312000000001
chr1	309206	388588	5.034676
chr1	309206	388588	5.252641000000001
chr1	309206	388588	5.370533999999999
chr1	309206	388588	5.49495
chr1	309206	388588	5.626183999999999
chr1	309206	388588	5.764766000000001
chr1	316773	388588	6.497261
chr1	316773	388588	6.733175999999999
chr1	316773	386671	6.986708999999999
chr1	309206	388588	6.1659690000000005
chr1	309206	388588	6.016712
chr1	309206	388588	6.190313
chr1	309206	386671	6.377453
chr1	309206	386671	6.576617999999999
chr1	309206	386671	6.788672
chr1	323720	386671	8.69861
chr1	323720	386671	9.121250999999999
chr1	323720	386671	9.584949
chr1	323720	386671	10.095316
chr1	323720	386671	10.659506
chr1	323720	385916	11.295977
chr1	323720	385916	12.816466
chr1	323720	385916	13.730568
chr1	323720	385916	14.776997
chr1	361626	385916	15.991055
chr1	360218	370857	17.503872
chr1	309206	385916	9.829105
chr1	309206	385916	8.841028
chr1	309206	385916	8.044654
chr1	309206	385916	5.969253
chr1	309206	385916	5.618835
chr1	309206	385916	3.747699
chr1	309206	386671	3.196816
chr1	307112	386671	2.946829
chr1	307112	388588	2.737491
chr1	307112	388588	2.407078
chr1	307112	388588	2.315665
chr1	307112	388588	2.192026
chr1	307112	388588	2.047964
chr1	289863	406286	1.868339
chr1	289863	406286	1.725542
chr1	289863	424361	1.705009
chr1	289863	424361	1.631174
chr1	289863	424361	1.5648090000000001
chr1	289863	428909	1.505335
chr1	289863	444065	1.4787629999999998
chr1	289863	444065	1.467169
chr1	289863	444065	1.434248
chr1	289863	444065	1.413774
chr1	289863	471081	1.3861
chr1	289863	471081	1.342365
chr1	289863	471081	1.3413680000000001
chr1	289863	472043	1.342847
chr1	289863	472043	1.337556
chr1	289863	472043	1.327619
chr1	289863	472043	1.314281
chr1	289863	472043	1.302768
chr1	289863	472043	1.299326
chr1	289863	472043	1.290158
chr1	289863	472043	1.2805790000000001
chr1	289863	472043	1.275344
chr1	289863	472791	1.272821
chr1	289863	472791	1.271788
chr1	289863	472791	1.271592
chr1	289863	472791	1.273021
chr1	289863	472791	1.274885
chr1	289863	473124	1.2800209999999999
chr1	289863	473124	1.283469
chr1	289863	473124	1.285474
chr1	289863	473124	1.2900530000000001
chr1	289863	473124	1.301534
chr1	289863	473124	1.312242
chr1	289863	473124	1.3162209999999999
chr1	289863	473124	1.324813
chr1	289863	473124	1.334271
chr1	289863	473124	1.3393329999999999
chr1	289863	473124	1.3446209999999998
chr1	289863	473124	1.361882
chr1	289863	473124	1.3681159999999999
chr1	289863	473124	1.395584
chr1	289863	473124	1.4109209999999999
chr1	289863	473124	1.4639879999999998
chr1	289863	473124	1.484246
chr1	309206	473124	1.531654
chr1	309206	476381	1.536764
chr1	309206	476381	1.56544
chr1	309206	479281	1.585988
chr1	309206	479281	1.617833
chr1	309206	479281	1.634542
chr1	364623	479281	1.680086
chr1	364623	479647	1.709655
chr1	364623	479647	1.7649270000000001
chr1	364623	479647	1.8237729999999999
chr1	364623	479647	1.886548
chr1	364623	479647	1.953673
chr1	364623	479647	1.9890169999999998
chr1	364623	479647	2.025634
chr1	364623	479647	2.063605
chr1	364623	479647	2.102998
chr1	364623	479647	2.143909
chr1	364623	479647	2.324694
chr1	364623	479647	2.3747529999999997
chr1	364623	479647	2.427046
chr1	364623	479647	2.538934
chr1	364623	479647	2.598903
chr1	364623	479647	2.66184
chr1	364623	479647	2.9484220000000003
chr1	364623	479647	3.030347
chr1	364623	479647	3.209323
chr1	364623	479647	3.307373
chr1	364623	479647	3.41192
chr1	364623	479647	3.5236699999999996
chr1	364623	479647	3.772079
chr1	364623	479647	3.9107529999999997
chr1	364623	479647	4.04199
chr1	364623	479647	4.2037629999999995
chr1	364623	479647	4.379963
chr1	364623	479647	4.572702
chr1	364623	479647	4.84422
chr1	364623	479647	5.161167
chr1	364623	479647	5.535914
chr1	364623	479647	5.7501169999999995
chr1	364623	479647	5.66836
chr1	364623	479647	5.899011
chr1	364623	479647	5.927409
chr1	364623	479647	5.862026
chr1	364623	479647	5.814038
chr1	364623	479647	5.821821
chr1	364623	479647	5.833233
chr1	364623	479647	5.848436
chr1	364623	479647	5.9720889999999995
chr1	364623	479647	5.862718
chr1	364623	479647	5.758801
chr1	364623	479647	5.797086
chr1	364623	479647	5.822553
chr1	364623	479647	5.952953
chr1	364623	479647	5.985206
chr1	364623	479647	6.022558
chr1	364623	415198	6.281479
chr1	364623	479647	6.071347
chr1	364623	479647	6.000744999999999
chr1	407097	415326	16.813272
chr1	407100	415326	17.658533
chr1	364623	479647	6.125229
chr1	364623	479647	6.258945
chr1	364623	479647	6.434292
chr1	364623	479647	6.629110000000001
chr1	364623	479647	6.861059
chr1	364623	479647	7.099808
chr1	364623	479647	7.060834
chr1	364623	479647	7.422395
chr1	364623	479647	7.839866000000001
chr1	364623	479647	8.218827000000001
chr1	364623	437060	10.112658
chr1	364623	429922	14.005073999999999
chr1	364623	429636	19.549511
chr1	364623	429922	18.367069
chr1	364623	437060	14.315332999999999
chr1	364623	437060	13.557684
chr1	364623	437060	13.117023999999999
chr1	364623	437060	12.41849
chr1	364623	437060	11.81575
chr1	364623	436613	13.427076999999999
chr1	364623	436631	12.770186
chr1	364623	436666	12.127454
chr1	364623	436746	11.720302
chr1	364623	437060	11.141667
chr1	364623	479647	7.424671000000001
chr1	364623	479647	7.183866
chr1	364623	479647	7.078169
chr1	364623	479647	6.982028
chr1	364623	479647	7.569808999999999
chr1	364623	479647	7.861249000000001
chr1	364623	479647	7.715058999999999
chr1	364623	479647	8.050206
chr1	364623	479647	8.448012
chr1	364623	479647	9.026324
chr1	364623	479647	8.871513
chr1	364623	479647	8.797463
chr1	364623	479647	8.657969
chr1	364623	479647	9.365689
chr1	364623	479647	10.269283999999999
chr1	364623	479647	10.178469999999999
chr1	364623	479647	10.113924
chr1	364623	479647	9.97683
chr1	364623	479647	9.8457
chr1	364623	479647	9.740113000000001
chr1	364623	479647	9.71912
chr1	364623	463046	9.848372999999999
chr1	364623	479647	9.5163
chr1	364623	479647	9.205785
chr1	364623	463046	9.042498
chr1	364623	463046	9.581188000000001
chr1	364623	463046	9.581699
chr1	364623	463046	9.6894
chr1	364623	463046	9.408876
chr1	364623	463157	8.87665
chr1	364623	479647	8.54243
chr1	364623	479647	8.166649000000001
chr1	364623	479647	7.220422
chr1	364623	479647	6.276237999999999
chr1	364623	479647	6.120173
chr1	364623	479647	5.587067
chr1	364623	479647	5.53927
chr1	364623	472043	5.6086160000000005
chr1	368474	472043	5.562317
chr1	368474	479647	5.37593
chr1	369866	479647	5.354148
chr1	370125	479647	5.245145
chr1	370168	479647	5.157058
chr1	370242	479647	5.001192
chr1	370343	479647	4.888952
chr1	370469	479647	4.866337000000001
chr1	370567	479647	4.730362
chr1	370660	479647	4.662024
chr1	370750	479647	4.616353
chr1	370826	479647	4.54783
chr1	370849	479647	4.3509459999999995
chr1	370925	479647	4.238935
chr1	371003	479647	4.081755
chr1	371111	479647	4.036622
chr1	371169	479647	3.8154769999999996
chr1	371269	479647	3.793289
chr1	371312	479647	3.726974
chr1	371402	479647	3.638211
chr1	371560	479647	3.571451
chr1	371612	479647	3.549099
chr1	371712	479647	3.459639
chr1	371773	479647	3.4149339999999997
chr1	371844	479647	3.280592
chr1	372133	479647	3.2183189999999997
chr1	372133	479647	3.013563
chr1	372204	479647	2.992433
chr1	372272	479647	2.950104
chr1	372298	479647	2.92897
chr1	372408	479647	2.844462
chr1	372471	479647	2.823345
chr1	372534	479647	2.781212
chr1	372629	508028	2.706804
chr1	372683	508028	2.662252
chr1	372767	508028	2.6173189999999997
chr1	372832	508028	2.5217259999999997
chr1	372942	508028	2.477759
chr1	373000	508028	2.44829
chr1	373139	508028	2.38896
chr1	373139	508028	2.367843
chr1	373223	508028	2.324827
chr1	373329	508028	2.296027
chr1	373392	508028	2.2815830000000004
chr1	373445	518133	2.254279
chr1	373523	518133	2.191242
chr1	373644	518133	2.1785650000000003
chr1	373717	518133	2.1658779999999997
chr1	373751	518133	2.153168
chr1	373856	518133	2.127682
chr1	458320	518628	2.126649
chr1	458320	518628	2.4521330000000003
chr1	460795	518628	2.9715540000000003
chr1	462777	518133	3.809354
chr1	462777	518628	3.6537699999999997
chr1	462777	518628	3.5163879999999996
chr1	462777	518133	8.404263
chr1	462777	518133	7.447953999999999
chr1	462777	518133	6.631714
chr1	462777	518133	6.27692
chr1	462777	518133	7.3191809999999995
chr1	462777	518133	5.780779
chr1	462777	518133	5.451814
chr1	462777	518133	4.568143
chr1	462777	518133	4.0926540000000005
chr1	462777	518572	3.8095339999999998
chr1	462777	519624	3.3465949999999998
chr1	462777	521854	2.833569
chr1	458320	548401	2.668016
chr1	460795	548401	2.5495759999999996
chr1	460795	548401	2.467819
chr1	458320	548401	2.512892
chr1	458320	548401	2.55344
chr1	458320	548401	2.508301
chr1	458320	548401	2.496106
chr1	458320	548401	2.385652
chr1	458320	548401	2.455882
chr1	523933	527838	3.491858
chr1	458320	548401	2.368146
chr1	525985	556949	4.283980000000001
chr1	525999	556949	5.914055
chr1	526480	556949	5.006639
chr1	526480	556949	4.267836
chr1	526480	556949	4.05466
chr1	526480	556949	3.826599
chr1	525985	556949	3.771644
chr1	525985	556949	3.7577239999999996
chr1	525985	556949	3.808064
chr1	525985	556949	3.9779699999999996
chr1	525985	556949	4.319854
chr1	525985	556949	4.8875269999999995
chr1	525985	556949	5.805286
chr1	545466	556949	6.209756
chr1	546820	556949	18.268673
chr1	545466	556949	12.422834
chr1	525985	556949	8.934244999999999
chr1	525985	556949	8.035729
chr1	527838	556949	9.530659
chr1	527838	556949	5.4504470000000005
chr1	527838	556949	3.755666
chr1	527838	556949	4.694333
chr1	525985	568076	3.3495199999999996
chr1	525985	568076	2.060237
chr1	460795	621488	1.7745220000000002
chr1	458320	621488	1.820673
chr1	458320	621488	1.90357
chr1	551758	618774	2.026589
chr1	551758	598889	2.477576
chr1	551758	598889	3.1940419999999996
chr1	552945	598888	4.542669999999999
chr1	552945	587899	7.723748
chr1	552945	598888	7.464272
chr1	552945	598888	7.084273
chr1	552945	598889	6.166173000000001
chr1	552945	598889	5.72965
chr1	552945	598889	5.630756
chr1	552945	598889	5.872011
chr1	552945	606238	5.1901019999999995
chr1	552945	606238	5.344922
chr1	552945	598444	7.531855
chr1	552945	598444	6.81659
chr1	552945	598444	6.618563000000001
chr1	552945	606238	5.646007
chr1	552945	606238	5.832546
chr1	552945	606238	4.976764
chr1	552945	606238	4.267176999999999
chr1	552945	606238	4.051121
chr1	552945	606238	3.951111
chr1	552945	606238	4.301775
chr1	551758	610472	3.3603080000000003
chr1	551758	618774	3.140576
chr1	551758	610472	3.215286
chr1	551758	618774	2.925923
chr1	551758	618774	2.873533
chr1	551758	618774	2.893015
chr1	551758	618774	2.841877
chr1	551758	618774	2.826094
chr1	551758	618774	2.455147
chr1	551758	618774	2.38917
chr1	551758	616880	2.5006009999999996
chr1	551758	618774	2.162932
chr1	548795	618774	2.2301759999999997
chr1	548795	618774	2.0081189999999998
chr1	548795	618774	1.78292
chr1	548795	618774	1.626506
chr1	598889	643074	1.490181
chr1	598889	643074	1.522153
chr1	598889	643074	1.5834620000000001
chr1	616278	643074	1.6992490000000002
chr1	616278	643074	2.053188
chr1	616278	643074	2.136003
chr1	615315	627260	2.434289
chr1	615315	627260	2.785874
chr1	615315	643074	2.307848
chr1	615315	643074	2.5074799999999997
chr1	615315	643074	2.310977
chr1	615315	643074	2.215247
chr1	615315	643074	2.462043
chr1	615315	643074	2.4230099999999997
chr1	615315	643074	2.3939220000000003
chr1	611308	643074	2.085818
chr1	615315	643074	2.24946
chr1	611308	643074	2.026007
chr1	615315	639558	2.340536
chr1	611308	635904	2.771643
chr1	620479	635904	3.157123
chr1	611308	635955	2.160914
chr1	627389	639558	2.2602130000000002
chr1	627389	639558	1.9224720000000002
chr1	559605	639558	1.5591629999999999
chr1	630539	638409	1.4190639999999999
chr1	559605	639558	1.391556
chr1	559605	639558	1.4494690000000001
chr1	559605	639558	1.541479
chr1	635955	639558	1.572589
chr1	635955	640167	1.604851
chr1	559605	641261	1.274865
chr1	637415	643074	1.405182
chr1	637431	643074	1.908209
chr1	637431	643074	3.020003
chr1	638468	643074	3.270587
chr1	637431	646749	1.787737
chr1	637431	646749	3.095516
chr1	637431	646749	2.161721
chr1	635195	646749	2.354636
chr1	635195	646749	3.2914529999999997
chr1	640953	647074	8.774761999999999
chr1	640953	648064	3.7801120000000004
chr1	640953	649557	3.052366
chr1	633853	655824	2.3134770000000002
chr1	633853	655824	2.230889
chr1	644198	653481	2.724843
chr1	633853	655824	2.219414
chr1	633853	655824	2.065973
chr1	633853	655824	2.107385
chr1	627810	655824	2.005419
chr1	633853	656290	1.9309599999999998
chr1	649557	657272	1.864422
chr1	627260	660981	1.55897
chr1	652956	657463	1.543086
chr1	627260	660981	1.463171
chr1	627260	660981	1.4499959999999998
chr1	627260	660981	1.454762
chr1	627260	660981	1.501817
chr1	654295	659995	1.6428779999999998
chr1	653481	659995	2.002983
chr1	655824	659995	4.419626
chr1	621761	660981	2.0469310000000003
chr1	621073	660981	1.77856
chr1	657463	753793	1.9422990000000002
chr1	657521	742664	2.62173
chr1	657521	738930	2.09255
chr1	657726	676695	2.123565
chr1	657521	739450	1.517627
chr1	657521	739450	1.4629450000000002
chr1	657521	739450	1.405909
chr1	657521	739450	1.5071860000000001
chr1	657521	742664	1.463999
chr1	657521	742664	1.420613
chr1	657521	739450	1.371006
chr1	661986	676695	1.6148959999999999
chr1	662796	676695	1.7643360000000001
chr1	662851	686160	1.42541
chr1	663087	671851	2.0519849999999997
chr1	668646	671851	1.560509
chr1	668695	671851	2.1833009999999997
chr1	662851	673505	1.770002
chr1	670122	672465	2.344944
chr1	670122	673250	1.835059
chr1	670122	673250	2.13185
chr1	657521	739450	1.377414
chr1	671373	675646	1.438137
chr1	671823	675646	1.632268
chr1	672086	675646	1.6814200000000001
chr1	672086	698644	1.469347
chr1	657521	739450	1.400009
chr1	672465	678203	1.8395299999999999
chr1	673194	742664	1.5494569999999999
chr1	673194	698644	1.894507
chr1	673194	698644	2.003616
chr1	673505	682696	3.041482
chr1	674754	698644	2.6647819999999998
chr1	674754	686636	2.0436080000000003
chr1	672086	698644	1.750389
chr1	672086	698644	1.5903040000000002
chr1	672086	698644	1.536723
chr1	671823	698644	1.6556080000000002
chr1	671365	698644	1.6701259999999998
chr1	671365	698644	1.926251
chr1	679700	690257	2.967304
chr1	679700	690341	2.25478
chr1	671365	698644	1.572086
chr1	671365	698644	1.681975
chr1	671365	698644	1.667619
chr1	671365	698644	1.419165
chr1	627810	738930	1.380743
chr1	671365	698644	1.438666
chr1	627810	738930	1.371294
chr1	627810	738930	1.363621
chr1	609390	771711	1.359407
chr1	686636	705999	1.846111
chr1	690774	705999	4.7100610000000005
chr1	695520	705999	4.657244
chr1	696702	706775	2.76332
chr1	686636	709584	2.216286
chr1	678203	713314	1.604786
chr1	700833	738930	1.804966
chr1	701984	715366	2.4060650000000003
chr1	703171	715366	3.464932
chr1	703984	715366	5.023042
chr1	703984	738930	1.732445
chr1	704204	739450	1.7056810000000002
chr1	704204	739450	1.744205
chr1	712052	719870	1.867293
chr1	712052	719870	2.062878
chr1	713314	719870	2.561807
chr1	621761	719870	2.0274349999999997
chr1	621761	719870	2.1939130000000002
chr1	621761	719870	2.338563
chr1	715621	719879	2.2757
chr1	627810	720092	1.652461
chr1	704204	739450	1.467973
chr1	704204	739450	1.452069
chr1	717823	721202	1.4352770000000001
chr1	704204	739450	1.424657
chr1	717823	722786	1.4589530000000002
chr1	717823	722786	1.7937759999999998
chr1	717823	722293	1.6634759999999997
chr1	717823	722786	1.608559
chr1	720092	739450	1.4790590000000001
chr1	717823	722993	1.7920880000000001
chr1	704204	739450	1.431162
chr1	721202	723687	1.7846529999999998
chr1	721202	738930	1.523392
chr1	721202	738930	1.58051
chr1	721081	739450	1.474272
chr1	722179	738930	1.631037
chr1	722179	738930	1.652552
chr1	722703	739450	1.767991
chr1	722703	729519	2.262603
chr1	722993	729519	2.381247
chr1	722703	729519	2.677348
chr1	722703	739450	1.875188
chr1	722703	739450	2.1092459999999997
chr1	724275	730358	2.066343
chr1	722703	739450	1.697502
chr1	725218	735106	1.9195389999999999
chr1	727936	735106	2.619541
chr1	727936	735559	1.9668080000000001
chr1	729214	735106	4.021443
chr1	729214	735106	3.649251
chr1	729214	735106	1.8659580000000002
chr1	722703	739450	1.676985
chr1	722703	739450	1.750404
chr1	729214	739450	1.802344
chr1	722703	739450	1.685573
chr1	722703	739450	1.615981
chr1	733647	736439	4.7519480000000005
chr1	733939	736439	6.8556729999999995
chr1	733939	736609	4.231934
chr1	733939	736609	1.968493
chr1	730200	739450	1.72927
chr1	735103	739450	1.960068
chr1	735559	739450	3.918275
chr1	735559	739450	7.570807
chr1	735689	739450	8.483197
chr1	735689	739450	9.911457
chr1	736322	739450	9.983675
chr1	735689	739450	6.262231
chr1	735689	739450	5.205388
chr1	735689	739450	7.6972190000000005
chr1	735689	740016	7.420224
chr1	735689	740128	6.065482
chr1	729214	740282	1.5634940000000002
chr1	736810	838299	1.4558790000000001
chr1	736810	838299	1.47596
chr1	738930	741984	7.600695
chr1	739220	741984	8.521097
chr1	739220	749271	7.945988000000001
chr1	739220	750464	6.194299
chr1	739220	750522	5.592486
chr1	739220	750464	5.025645
chr1	739220	748542	7.333328999999999
chr1	739220	749271	10.393248
chr1	739220	750464	6.549538
chr1	739220	750464	5.1803989999999995
chr1	739220	750522	4.449287
chr1	739220	756514	3.027791
chr1	739220	761487	2.817169
chr1	739220	761487	2.78116
chr1	739220	761487	2.3216040000000002
chr1	739220	761487	2.750905
chr1	739220	761487	2.501621
chr1	739220	761487	2.254013
chr1	739220	771711	2.078971
chr1	739220	771711	2.004789
chr1	739220	772114	1.904912
chr1	739220	772114	1.892657
chr1	752998	760878	2.340943
chr1	736609	838299	1.8012130000000002
chr1	736609	838299	1.8150950000000001
chr1	736609	838299	1.824709
chr1	736609	838299	1.7947369999999998
chr1	755125	764834	3.858103
chr1	755125	765268	2.729561
chr1	736609	838299	1.8379419999999997
chr1	759713	772114	1.90409
chr1	759713	772114	1.9493880000000001
chr1	736609	838299	1.830075
chr1	733647	838299	1.839675
chr1	733647	838299	1.786038
chr1	733647	838299	1.7982599999999997
chr1	733647	838299	1.8129790000000001
chr1	733647	838299	1.7832259999999998
chr1	733647	838439	1.798648
chr1	733647	838439	1.816804
chr1	733647	838439	1.8397299999999999
chr1	733647	838439	1.8126740000000001
chr1	731711	838439	1.7919349999999998
chr1	733647	838439	1.8330650000000002
chr1	733939	838439	1.863647
chr1	733939	838439	1.843932
chr1	733939	838439	1.8542349999999999
chr1	763919	781983	1.9610869999999998
chr1	763919	780373	2.642058
chr1	763919	781983	2.1482810000000003
chr1	766963	781983	4.794839
chr1	773224	784800	9.726561
chr1	775933	838299	2.699847
chr1	776528	838299	2.937847
chr1	776954	838299	3.032219
chr1	778701	838299	3.516842
chr1	778815	799552	16.859516
chr1	775933	838299	2.503988
chr1	764834	800275	2.720399
chr1	775933	838299	2.72795
chr1	775933	838299	2.861532
chr1	787670	838299	2.8115040000000002
chr1	775933	838299	2.674267
chr1	787670	838299	2.768681
chr1	773039	838299	2.45215
chr1	773039	838299	2.556241
chr1	773039	838299	2.619966
chr1	775933	838299	2.687045
chr1	775933	838299	2.707231
chr1	801401	838299	3.764298
chr1	801401	838299	2.847918
chr1	773039	838299	2.551567
chr1	801401	838299	2.750249
chr1	801401	838299	2.664046
chr1	805324	818345	3.158048
chr1	773039	838299	2.425354
chr1	773039	838299	2.4419720000000003
chr1	773039	838299	2.476309
chr1	773039	838299	2.4767919999999997
chr1	773039	838299	2.255798
chr1	773039	838299	2.2383759999999997
chr1	773039	838299	2.13829
chr1	773039	838299	2.084975
chr1	773039	838299	2.121403
chr1	773039	838299	2.116821
chr1	773039	838299	2.012213
chr1	773039	838299	2.01992
chr1	773039	838299	1.8871259999999999
chr1	773039	838299	1.890782
chr1	773039	838299	1.9233169999999997
chr1	822808	838299	2.122003
chr1	825351	838299	2.9316
chr1	825513	838299	3.024184
