Chr	Start	End	Omega
chr1	74160	231741	1.4020700000000001
chr1	106077	236299	1.399066
chr1	100962	231614	1.442827
chr1	106077	227684	1.495357
chr1	106077	227684	1.558482
chr1	106077	227684	1.634293
chr1	106077	216350	1.760714
chr1	106077	216350	1.98605
chr1	106077	216350	2.3891880000000003
chr1	106077	216350	3.326053
chr1	108980	216350	3.325791
chr1	108980	222474	3.326053
chr1	108980	227684	2.279234
chr1	196251	236299	2.0976220000000003
chr1	203088	236299	2.651834
chr1	207635	236299	3.6630279999999997
chr1	207808	236299	3.716705
chr1	207808	236299	3.106626
chr1	207808	236299	2.812321
chr1	207808	236299	3.129452
chr1	207808	236299	3.4769980000000005
chr1	207808	236299	3.8665279999999997
chr1	207808	236299	3.046749
chr1	207808	236299	2.0763529999999997
chr1	207808	236299	1.920777
chr1	207808	236299	1.623119
chr1	207808	236299	1.4978639999999999
chr1	207808	236299	1.402764
chr1	207808	236299	1.210151
chr1	207808	236299	1.186073
chr1	135882	291769	1.145058
chr1	135882	291769	1.147416
chr1	135882	291769	1.164029
chr1	135882	291769	1.1767020000000001
chr1	135882	291769	1.192379
chr1	135882	291769	1.245507
chr1	135882	291769	1.258684
chr1	135882	291769	1.3037889999999999
chr1	231614	291769	1.393055
chr1	231614	291769	1.597056
chr1	231614	291769	1.7538939999999998
chr1	231614	291769	1.877054
chr1	231614	291769	2.018506
chr1	231614	291769	2.1822169999999996
chr1	231614	291769	2.2740270000000002
chr1	231614	240814	2.443829
chr1	231614	240814	2.733384
chr1	231614	240814	3.8141730000000003
chr1	234746	239157	7.999913
chr1	231614	240814	4.492393
chr1	231614	240814	3.637907
chr1	231614	240814	3.2855589999999997
chr1	231614	240814	4.678197
chr1	231614	240814	4.307186
chr1	231614	242186	3.083612
chr1	231614	243288	2.351599
chr1	236496	260502	2.156143
chr1	239723	260502	3.30329
chr1	236496	260502	2.311144
chr1	231614	291769	1.9951860000000001
chr1	236496	260502	2.72153
chr1	236496	260502	2.2253540000000003
chr1	231614	291769	2.0641599999999998
chr1	242186	291769	2.1669959999999997
chr1	244763	291769	3.052738
chr1	250473	283619	3.510412
chr1	244763	291769	2.3215689999999998
chr1	244763	283619	2.989455
chr1	231614	285438	2.390776
chr1	231614	285438	2.264378
chr1	271187	381289	2.311975
chr1	271187	381289	2.494374
chr1	271187	382617	2.497388
chr1	271187	382806	2.500388
chr1	278901	383596	3.8968160000000003
chr1	278901	383882	3.9043650000000003
chr1	278901	384136	3.911887
chr1	278901	384136	3.156773
chr1	278901	384136	3.2883949999999995
chr1	278901	384136	2.619733
chr1	278901	386601	2.622531
chr1	278901	386671	2.625315
chr1	278901	386749	2.63084
chr1	278901	386749	2.218285
chr1	278901	386749	2.1493740000000003
chr1	278901	388621	2.1510540000000002
chr1	285438	290813	3.198701
chr1	288805	388621	3.292625
chr1	289863	388621	4.5591669999999995
chr1	289863	388621	4.648617
chr1	289863	388621	4.741473
chr1	289863	388621	5.042411
chr1	289863	388621	5.381643
chr1	289863	388621	5.632642
chr1	289863	388621	4.377202
chr1	289863	391173	4.516637
chr1	289863	391173	4.795401999999999
chr1	289863	391173	4.939554
chr1	289863	391173	5.087625
chr1	289863	391173	5.397722
chr1	289863	391173	5.906295
chr1	289863	391173	6.482169
chr1	291150	296593	7.9999199999999995
chr1	291213	296593	7.9999210000000005
chr1	291334	302701	7.9999210000000005
chr1	291374	302701	7.999922
chr1	291440	302701	7.999924000000001
chr1	291530	302701	7.999928999999999
chr1	289863	395047	4.820859
chr1	289863	395047	3.16593
chr1	289863	395047	2.991848
chr1	289863	395047	2.843194
chr1	289863	395047	2.714748
chr1	289863	395047	2.6026290000000003
chr1	278901	395047	2.509049
chr1	278901	395047	2.437948
chr1	278901	395047	2.372871
chr1	278901	395047	2.313071
chr1	278901	395047	2.257917
chr1	278901	401862	2.258238
chr1	236496	401862	2.21208
chr1	236496	401862	2.174763
chr1	236496	401862	2.1393310000000003
chr1	236496	401862	2.105636
chr1	236496	406286	2.106288
chr1	236496	406440	2.107574
chr1	236496	406468	2.108835
chr1	236496	407109	2.11068
chr1	236496	407109	2.07869
chr1	236496	407109	2.048186
chr1	236496	407109	2.019061
chr1	236496	407109	1.9912159999999999
chr1	236496	407109	1.964564
chr1	236496	407109	1.939024
chr1	236496	407109	1.914521
chr1	236496	407109	1.890989
chr1	236496	407109	1.846597
chr1	236496	407109	1.805411
chr1	236496	407109	1.7859040000000002
chr1	236496	407109	1.767064
chr1	236496	407109	1.7488549999999998
chr1	236496	407109	1.731241
chr1	236496	407109	1.71419
chr1	236496	407109	1.697673
chr1	236496	407109	1.68166
chr1	236496	407109	1.6364020000000001
chr1	236496	407109	1.608321
chr1	236496	407109	1.59485
chr1	236496	407109	1.581733
chr1	236496	407109	1.568956
chr1	236496	407109	1.556502
chr1	236496	407109	1.544357
chr1	236496	407109	1.520943
chr1	236496	407109	1.509649
chr1	236496	407109	1.498615
chr1	236496	407109	1.466968
chr1	236496	407109	1.4469889999999999
chr1	236496	407109	1.437311
chr1	236496	407109	1.427828
chr1	236496	407109	1.418536
chr1	236496	407109	1.400492
chr1	237156	407109	1.3942370000000002
chr1	237337	407109	1.3816190000000002
chr1	239723	407109	1.3760700000000001
chr1	239987	407109	1.362902
chr1	271187	407109	1.350594
chr1	271187	407109	1.327988
chr1	271187	407109	1.306718
chr1	271187	407109	1.299899
chr1	271187	407109	1.273858
chr1	271187	407109	1.267636
chr1	271187	407109	1.261521
chr1	271187	407109	1.255509
chr1	271187	407109	1.232442
chr1	271187	407109	1.221455
chr1	271187	407109	1.205601
chr1	271187	407109	1.195424
chr1	271187	407109	1.185542
chr1	271187	407109	1.180708
chr1	271187	407109	1.175942
chr1	271187	407109	1.171244
chr1	271187	407109	1.166611
chr1	271187	407109	1.162042
chr1	271187	407109	1.1575360000000001
chr1	271187	407109	1.153093
chr1	271187	407109	1.148709
chr1	271187	407109	1.131758
chr1	278901	407109	1.1276709999999999
chr1	278901	407109	1.089825
chr1	278901	407109	1.072699
chr1	278901	407109	1.069409
chr1	278901	407109	1.062958
chr1	278901	407109	1.0566799999999998
chr1	278901	407109	1.05057
chr1	278901	407109	1.038846
chr1	289863	407109	1.022556
chr1	289863	407109	1.0076379999999998
chr1	289863	407109	1.005631
chr1	296471	468515	1.000485
chr1	296471	468515	1.001679
chr1	296471	468515	1.00663
chr1	296471	468515	1.011868
chr1	296471	468515	1.0145950000000001
chr1	296471	468515	1.015986
chr1	296471	468515	1.02027
chr1	296471	468515	1.02322
chr1	296471	468515	1.027785
chr1	296471	468515	1.0391190000000001
chr1	296471	468515	1.0408190000000002
chr1	296471	468515	1.0442790000000002
chr1	296471	468515	1.049628
chr1	296471	468515	1.055175
chr1	296471	468515	1.057069
chr1	296471	468515	1.062892
chr1	296471	468515	1.071
chr1	296471	468515	1.077357
chr1	296471	468515	1.086233
chr1	296471	468515	1.088527
chr1	296471	468515	1.093214
chr1	296471	468515	1.1005
chr1	296471	468515	1.10554
chr1	296471	468515	1.110737
chr1	296471	468515	1.116103
chr1	296471	468515	1.118852
chr1	296471	468515	1.124492
chr1	296471	468515	1.1333309999999999
chr1	296471	468515	1.142674
chr1	296471	468515	1.1459110000000001
chr1	296471	468515	1.152585
chr1	296471	468515	1.159543
chr1	296471	468515	1.163138
chr1	296471	468515	1.1668129999999999
chr1	296471	468515	1.178366
chr1	296471	468515	1.1824059999999998
chr1	296471	468515	1.199645
chr1	296471	468515	1.204252
chr1	296471	468515	1.2349299999999999
chr1	296471	468515	1.246521
chr1	296471	468515	1.27229
chr1	296471	468515	1.294352
chr1	296471	479647	1.347491
chr1	296471	479647	1.368112
chr1	296471	479647	1.3792010000000001
chr1	296471	479647	1.416133
chr1	296471	479647	1.45981
chr1	296471	479647	1.476219
chr1	296471	479647	1.4937129999999998
chr1	296471	480730	1.520135
chr1	296471	480730	1.56079
chr1	296471	480730	1.583368
chr1	296471	480730	1.607687
chr1	296471	480730	1.63396
chr1	296471	480730	1.6624430000000001
chr1	296471	480730	1.6934330000000002
chr1	296471	480730	1.727286
chr1	296471	480730	1.764425
chr1	296471	480730	1.85073
chr1	296471	480730	1.9012919999999998
chr1	296471	489720	1.9441580000000003
chr1	296471	489720	2.003158
chr1	296471	489720	2.069761
chr1	296471	489720	2.145553
chr1	296471	489720	2.232598
chr1	296471	489720	2.3336240000000004
chr1	296471	489720	2.452322
chr1	296471	496115	2.511807
chr1	296471	496429	2.5699810000000003
chr1	296530	496471	2.626805
chr1	296593	496471	2.626474
chr1	296658	496471	2.626303
chr1	297191	496471	2.626217
chr1	297587	496471	2.626129
chr1	297948	497588	2.681659
chr1	299410	497588	2.681564
chr1	299773	497588	2.681467
chr1	300543	497588	2.6813700000000003
chr1	300836	497588	2.6812709999999997
chr1	301378	497588	2.681171
chr1	302431	497588	2.68107
chr1	302431	497588	2.837806
chr1	302701	497588	2.837711
chr1	303032	497588	2.837615
chr1	305733	503051	2.8951990000000003
chr1	308622	503051	2.895095
chr1	308622	503051	3.0870330000000004
chr1	308622	503051	3.3214580000000002
chr1	308622	503051	4.492124
chr1	308622	503051	6.246359
chr1	386748	436894	7.999928
chr1	406440	480730	7.999928999999999
chr1	359797	528291	7.704277
chr1	359797	528291	7.4283850000000005
chr1	359797	528291	7.1703589999999995
chr1	359797	528291	6.928552000000001
chr1	359797	532145	6.928761
chr1	359797	532145	6.701757000000001
chr1	359797	532145	6.488237000000001
chr1	359797	532145	6.287065
chr1	359797	532145	6.097228
chr1	359797	532145	5.917822
chr1	359797	540525	5.918149
chr1	359797	540525	5.748371
chr1	359797	541144	5.748721
chr1	359797	541144	5.587836
chr1	359797	543986	5.588207
chr1	359797	545911	5.588593
chr1	359797	547130	5.5889940000000005
chr1	359797	549393	5.589411
chr1	359797	549914	5.589843
chr1	359797	549914	5.437207
chr1	359797	549914	5.29219
chr1	359797	549914	5.154254
chr1	359797	549914	5.022916
chr1	359797	559174	5.023371
chr1	360198	559174	4.972342
chr1	360374	559174	4.963669
chr1	360431	559174	4.937354
chr1	360483	559174	4.928482
chr1	361075	559174	4.919559
chr1	361175	559174	4.910586
chr1	361254	559174	4.883354
chr1	361329	559174	4.855646
chr1	361518	559174	4.81794
chr1	361602	559174	4.7987519999999995
chr1	361644	559174	4.789073
chr1	362212	559174	4.779336
chr1	362853	559174	4.769541
chr1	363841	559174	4.7596870000000004
chr1	364330	559174	4.7497739999999995
chr1	364545	559174	4.739802
chr1	364623	559174	4.729769
chr1	368474	559174	4.709522
chr1	368474	565012	4.710219
chr1	369866	565012	4.700011
chr1	369866	565012	4.5700080000000005
chr1	370125	565012	4.517417
chr1	370168	565012	4.4632309999999995
chr1	370242	565012	4.373037
chr1	370571	565012	4.349787
chr1	370640	565012	4.3380529999999995
chr1	370750	565012	4.290376999999999
chr1	370826	565012	4.266087000000001
chr1	370849	565012	4.241487
chr1	370925	565012	4.178597
chr1	371003	565012	4.087073999999999
chr1	371111	565012	4.046551999999999
chr1	371160	565012	4.005219
chr1	371269	565012	3.977203
chr1	371312	565012	3.934471
chr1	371402	565012	3.8761370000000004
chr1	371560	565012	3.8313370000000004
chr1	371612	565012	3.8162
chr1	371712	565012	3.754601
chr1	371773	565012	3.7231589999999994
chr1	371844	565012	3.626176
chr1	372133	565012	3.57614
chr1	372204	565012	3.5592260000000002
chr1	372272	565012	3.52504
chr1	372298	565012	3.507765
chr1	372380	572308	3.457592
chr1	372471	572308	3.422012
chr1	372534	572308	3.385926
chr1	372629	572308	3.31221
chr1	372683	572308	3.2555400000000003
chr1	372767	572308	3.197657
chr1	372832	572308	3.1385389999999997
chr1	372942	572308	3.098429
chr1	373000	572308	3.057755
chr1	373139	572308	2.974691
chr1	373223	572308	2.910875
chr1	373329	572308	2.8676009999999996
chr1	373392	572308	2.845745
chr1	373445	572308	2.801593
chr1	373523	572308	2.711531
chr1	373644	572308	2.6886509999999997
chr1	373717	572308	2.665626
chr1	373751	572308	2.642457
chr1	373856	572308	2.595688
chr1	374107	572308	2.548353
chr1	374165	572308	2.524477
chr1	374228	572308	2.476315
chr1	374314	572308	2.452033
chr1	374397	572308	2.32871
chr1	374470	572308	2.3036849999999998
chr1	374513	572308	2.202505
chr1	374597	572308	2.125633
chr1	379442	574650	2.0059869999999997
chr1	379442	575642	2.015951
chr1	379442	578277	2.02603
chr1	379612	578277	1.9499520000000001
chr1	379621	578277	1.8992740000000001
chr1	379740	578277	1.7133619999999998
chr1	379886	578277	1.6894619999999998
chr1	379955	578277	1.6420709999999998
chr1	380047	578277	1.6186129999999999
chr1	380084	578277	1.595338
chr1	380174	578277	1.549409
chr1	380240	578277	1.526792
chr1	381284	578277	1.504434
chr1	381284	578277	1.43765
chr1	382617	578277	1.396361
chr1	382806	578277	1.376234
chr1	383596	578277	1.35648
chr1	383882	578277	1.337122
chr1	384136	578277	1.318178
chr1	386601	578277	1.299668
chr1	386671	578277	1.281608
chr1	386748	578277	1.2640129999999998
chr1	388621	578277	1.2302600000000001
chr1	391173	578277	1.214113
chr1	391173	578277	1.170311
chr1	391929	578277	1.156412
chr1	392704	578277	1.143082
chr1	392836	578277	1.1303159999999999
chr1	394005	578277	1.118096
chr1	394005	593485	1.129815
chr1	395047	593485	1.117583
chr1	401862	593485	1.105741
chr1	401862	593485	1.077002
chr1	401862	593485	1.050845
chr1	401862	593485	1.027112
chr1	401862	593485	1.005664
chr1	406286	593485	1.002029
chr1	496115	523961	0.999999
chr1	496429	526107	0.999999
chr1	496471	528291	0.999999
chr1	497588	532145	0.999999
chr1	503051	540525	0.999999
chr1	509658	541144	0.999999
chr1	515398	543986	0.999999
chr1	515760	545911	0.999999
chr1	521985	547130	0.999999
chr1	523961	549393	0.999999
chr1	526107	549914	0.999999
chr1	528291	559174	0.999999
chr1	532145	565012	0.999999
chr1	450474	646704	1.019784
chr1	450474	646704	1.028859
chr1	450474	648064	1.040052
chr1	450474	648064	1.054268
chr1	450474	648064	1.069688
chr1	450617	648064	1.065001
chr1	456688	648064	1.0600049999999999
chr1	456688	652467	1.063596
chr1	456688	655356	1.077323
chr1	456688	655566	1.0878430000000001
chr1	458730	655566	1.078443
chr1	468515	655566	1.068583
chr1	468515	655566	1.096999
chr1	468515	661126	1.1012709999999999
chr1	468515	663139	1.113156
chr1	468515	663263	1.1254950000000001
chr1	468515	663263	1.166374
chr1	479647	663263	1.1527399999999999
chr1	479647	663263	1.198151
chr1	479647	672397	1.211119
chr1	479647	672465	1.227291
chr1	479647	672465	1.281906
chr1	479647	672465	1.342767
chr1	479647	672465	1.4107049999999999
chr1	480730	672465	1.394714
chr1	489720	672465	1.3782159999999999
chr1	489720	686715	1.3978549999999998
chr1	489720	688918	1.419476
chr1	496115	688918	1.402513
chr1	496115	689954	1.424679
chr1	496115	690341	1.447316
chr1	496115	690575	1.4703959999999998
chr1	496115	692476	1.478166
chr1	496115	692476	1.5620379999999998
chr1	496429	692476	1.544592
chr1	496471	692476	1.526994
chr1	497588	692476	1.5092860000000001
chr1	503051	692476	1.491514
chr1	509658	692476	1.473727
chr1	515398	692476	1.455981
chr1	515398	692476	1.546349
chr1	515760	692476	1.5277129999999999
chr1	521985	692476	1.509149
chr1	523961	692476	1.591078
chr1	523961	692476	1.707075
chr1	526107	692476	1.68655
chr1	528291	692476	1.6660990000000002
chr1	528291	692476	1.798721
chr1	528291	692476	1.9544240000000002
chr1	528291	692476	2.138732
chr1	532145	692476	2.115185
chr1	532145	692476	2.335041
chr1	532145	655566	2.7641430000000002
chr1	540525	655566	2.751831
chr1	540525	655566	3.87224
chr1	541144	655566	3.8610889999999998
chr1	543986	655566	3.848462
chr1	545911	655566	3.8341010000000004
chr1	547130	655566	3.817686
chr1	547130	655566	2.474989
chr1	549393	655566	2.436557
chr1	549393	692476	2.0152740000000002
chr1	549914	692476	1.9800970000000002
chr1	549914	663263	2.4765580000000003
chr1	559174	663263	2.415737
chr1	559174	663263	2.0407439999999997
chr1	559174	663263	1.766141
chr1	559174	692476	1.676132
chr1	559174	692476	1.8420439999999998
chr1	565012	692476	1.8036459999999999
chr1	565012	692476	1.64392
chr1	565012	692476	1.512804
chr1	565012	692476	1.404358
chr1	565012	692476	1.31443
chr1	565012	692476	1.41664
chr1	572308	692476	1.5056209999999999
chr1	572308	692476	1.401857
chr1	572308	692476	1.316336
chr1	572308	692476	1.246184
chr1	572308	692476	1.189208
chr1	574650	692476	1.161694
chr1	574650	700730	1.1235030000000001
chr1	666011	765601	1.134413
chr1	574650	692476	1.1476629999999999
chr1	575642	700730	1.121351
chr1	578277	700730	1.101967
chr1	671851	690575	1.145432
chr1	666011	765601	1.125697
chr1	666011	765601	1.155191
chr1	666011	765601	1.188732
chr1	676177	763026	1.265094
chr1	666011	695923	1.3776629999999999
chr1	666011	697746	1.4086370000000001
chr1	666011	722993	1.491578
chr1	666011	722993	1.553374
chr1	666011	722993	1.4094719999999998
chr1	666011	722993	1.297146
chr1	666011	722993	1.425136
chr1	666011	722993	1.588863
chr1	666011	722993	1.803025
chr1	666011	722993	1.886147
chr1	697746	722993	2.423962
chr1	666011	722993	1.7730599999999999
chr1	697746	722993	2.129689
chr1	666011	722993	1.842745
chr1	666011	722993	2.005735
chr1	666011	722993	1.7812740000000002
chr1	666011	722993	2.0020700000000002
chr1	666011	722993	1.7856470000000002
chr1	666011	722993	1.61657
chr1	646686	724299	1.312031
chr1	646686	724299	1.236852
chr1	716453	726040	1.217775
chr1	716453	726040	1.6631529999999999
chr1	716453	728200	1.9333259999999999
chr1	716453	728200	1.410125
chr1	716453	729214	1.483874
chr1	646686	765601	1.149748
chr1	722993	732406	1.2198309999999999
chr1	723699	763026	1.172955
chr1	723699	732450	1.391995
chr1	724354	763026	1.207986
chr1	716453	736793	1.398483
chr1	716453	736793	1.750157
chr1	716453	744853	1.355412
chr1	716453	744853	1.241053
chr1	730358	763026	1.254578
chr1	732406	763026	1.744736
chr1	732450	763026	1.68275
chr1	732450	763026	1.3558059999999998
chr1	732450	763026	1.55115
chr1	732450	763026	1.834327
chr1	732450	763026	1.499515
chr1	732450	763026	1.280715
chr1	743460	763026	1.623478
chr1	743460	763026	1.319389
chr1	743460	763026	1.570172
chr1	748542	763026	1.325908
chr1	749081	763026	1.2779129999999999
chr1	732450	838299	1.106848
chr1	716453	804370	1.1291950000000002
chr1	752399	804370	1.23545
chr1	752399	804370	1.391026
chr1	752399	804370	1.608983
chr1	752399	804370	1.91976
chr1	752399	804370	2.377282
chr1	752399	804370	1.937071
chr1	752399	804370	2.4227369999999997
chr1	752399	804370	2.0267009999999996
chr1	752399	804370	1.727954
chr1	752399	804370	2.129925
chr1	752399	804370	1.834339
chr1	752399	804370	1.594379
chr1	752399	804370	1.967888
chr1	752399	804370	1.7277669999999998
chr1	752399	804370	1.52678
chr1	771677	880558	1.530225
chr1	771677	880558	1.598096
chr1	771677	881324	1.608559
chr1	771677	881324	1.6963830000000002
chr1	775671	838299	2.16131
chr1	780373	838299	2.256564
chr1	780373	838299	2.338314
chr1	781983	838299	2.499351
chr1	781983	838299	2.688158
chr1	775671	838299	2.1454869999999997
chr1	775671	838299	1.855402
chr1	775671	838299	1.9574759999999998
chr1	775671	838299	1.751841
chr1	775671	838299	1.8512680000000001
chr1	775671	838299	1.689429
chr1	775671	838299	1.5656219999999998
chr1	775671	838299	1.467476
chr1	775671	838299	1.549092
chr1	775671	838299	1.459662
chr1	775671	838299	1.540095
chr1	775671	838299	1.456369
chr1	821480	835063	1.41562
chr1	821480	835063	1.7511709999999998
chr1	824771	835046	7.999917999999999
chr1	824771	835063	3.046137
chr1	831221	837606	1.6063969999999999
chr1	831259	837606	2.4818740000000004
chr1	832340	837537	7.999928999999999
chr1	832340	837606	7.999925
chr1	832340	838299	5.513412000000001
chr1	832340	838299	3.2215979999999997
chr1	832340	838299	2.033419
chr1	832340	838299	1.18906
chr1	766133	919014	1.17711
chr1	766133	919014	1.1356190000000002
chr1	766133	919014	1.091061
chr1	837154	848221	1.254207
chr1	837154	848221	1.243686
chr1	837154	848221	1.30928
chr1	837154	848221	1.388362
chr1	837154	848221	1.612054
chr1	837154	848221	1.78223
chr1	837154	848221	2.432427
chr1	837154	848221	2.7734919999999996
chr1	837154	848221	4.749358
chr1	837154	851475	2.620562
chr1	837154	851475	2.272671
chr1	838323	881324	1.802142
chr1	838323	881324	1.9980650000000002
chr1	842896	881324	3.02429
chr1	842896	881324	2.099682
chr1	842896	881324	2.357539
chr1	842896	881324	1.9107150000000002
chr1	842896	881324	1.656943
chr1	842896	881324	1.491657
chr1	842896	881324	1.6165399999999999
chr1	842896	881324	1.47859
chr1	842896	881324	1.59848
chr1	858470	875595	1.9598259999999998
chr1	860626	875595	1.9352169999999997
chr1	860626	875595	1.54444
chr1	842896	881324	1.37926
chr1	842896	881324	1.299647
chr1	842896	881324	1.174709
chr1	838323	919014	1.137364
chr1	838323	919014	1.114745
chr1	869684	876816	1.21799
chr1	869684	876816	1.391605
chr1	869684	876924	1.414198
chr1	869684	877098	1.432183
chr1	869684	877497	1.390801
chr1	869684	877497	1.186441
chr1	837154	896277	1.177441
chr1	837154	896277	1.202812
chr1	874689	881324	1.367008
chr1	875595	881324	1.352911
chr1	876420	881324	1.336631
chr1	837154	896277	1.260702
chr1	837154	896277	1.256275
chr1	837154	896277	1.291693
chr1	837154	896277	1.3315549999999998
chr1	837154	896277	1.4284780000000001
chr1	837154	896277	1.4883
chr1	869684	896277	1.579524
chr1	869684	896277	1.724227
chr1	869684	896277	1.9024150000000002
chr1	869684	896277	2.127991
chr1	877514	882688	3.086523
chr1	877514	896277	3.222925
chr1	877514	896277	2.586406
chr1	869684	896277	2.330115
chr1	869684	896277	2.131779
chr1	869684	896277	1.968147
chr1	869684	896277	2.3127
chr1	869684	889899	3.014998
chr1	869684	891046	2.6550439999999997
chr1	837154	895481	2.298739
chr1	837154	895864	2.209883
chr1	885098	919014	3.4772019999999997
chr1	885098	919014	3.7739730000000002
chr1	885648	919014	4.198412
chr1	885098	919014	4.810274
chr1	889899	919014	5.544136
chr1	891046	907907	7.87817
chr1	885098	907907	4.229611
chr1	885098	919014	2.623061
chr1	885098	919014	2.261155
chr1	885098	919014	2.003889
chr1	885098	919014	1.8093709999999998
chr1	885098	919014	1.425334
chr1	885098	919014	1.336287
chr1	885098	919014	1.259833
chr1	837154	1003890	1.237825
chr1	837154	1003890	1.255572
chr1	837154	1004972	1.261333
chr1	837154	1006153	1.267081
chr1	837154	1006455	1.2785540000000002
chr1	837154	1006455	1.2979559999999999
chr1	837154	1006455	1.318336
chr1	837154	1008269	1.3304719999999999
chr1	837154	1008269	1.3160399999999999
chr1	837154	1012800	1.32215
chr1	837154	1012800	1.343359
chr1	897733	1012800	1.371127
chr1	897733	1012800	1.415791
chr1	897733	1012800	1.4647649999999999
chr1	897733	1012800	1.518502
chr1	897733	1012800	1.7138
chr1	897733	1012800	1.879578
chr1	897733	1016939	1.902494
chr1	897733	1016939	1.9996040000000002
chr1	897733	1016939	2.107383
chr1	897733	1016939	2.3615459999999997
chr1	897733	1016939	2.512163
chr1	913822	935776	3.5425169999999997
chr1	913822	935776	7.9140179999999996
chr1	897733	944937	3.756474
chr1	897733	944937	3.2028529999999997
chr1	897733	944937	2.763849
chr1	897733	1033874	2.51994
chr1	897733	1033874	2.367232
chr1	897733	1036006	2.382902
chr1	897733	1036006	2.52219
chr1	897733	1037299	2.537506
chr1	897733	1037863	2.552661
chr1	897733	1038408	2.567646
chr1	897733	1039253	2.582475
chr1	897733	1039412	2.597126
chr1	897733	1039412	2.444202
chr1	897733	1041805	2.457604
chr1	897733	1041805	2.32337
chr1	897733	1041805	2.205223
chr1	897733	1041805	2.2044099999999998
chr1	897733	1045504	2.21523
chr1	897733	1045504	2.329231
chr1	897733	1048114	2.464687
chr1	897733	1048114	2.388252
chr1	944949	1048114	3.287262
chr1	944949	1048114	2.6525689999999997
chr1	897733	1048114	2.372762
chr1	944949	1048114	2.433707
chr1	897733	1048114	2.311872
chr1	897733	1048114	2.260943
chr1	897733	1048114	2.214979
chr1	897733	1048114	2.173582
chr1	897733	1048114	2.136416
chr1	944949	1048114	1.984652
chr1	897733	1052221	1.993164
chr1	897733	1052221	1.907455
chr1	897733	1052500	1.9198549999999999
chr1	897733	1052500	1.8408400000000003
